Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.           
Robertas       Navickas       3         4         9         2         4         10        10        7         4         7         4         3         2         7         9         5         
Vita           Jankauskaite   9         2         9         3         2         10        6         4         10        1         4         1         10        6         9         10        
Liepa          Kavaliauskaite 8         3         2         4         1         1         3         10        6         2         1         10        9         1         2         9         
Arvydas        Adomaitis      8         5         7         4         9         5         1         1         4         8         7         2         3         6         5         3         
Augustas       Petrauskas     3         2         5         4         8         4         4         6         2         6         8         8         5         10        2         2         
Tomas          Sadauskas      4         6         2         8         5         7         9         9         9         1         10        6         3         8         10        10        
Arnas          Petrauskas     7         3         8         7         10        5         10        9         8         5         5         7         2         5         6         6         
Marius         Urbanavicius   1         1         5         7         7         6         2         1         2         4         4         4         3         3         10        2         
Arnas          Jankauskas     7         7         4         6         4         1         2         5         10        10        8         8         9         8         8         4         
Tomas          Navickas       2         4         1         1         6         9         7         5         1         1         7         7         6         8         3         8         
Arnas          Mazeika        2         6         4         6         7         7         8         6         1         6         3         5         10        1         3         6         
Arvydas        Adomaitis      8         1         8         4         10        3         7         1         2         1         2         7         6         1         6         10        
Robertas       Kazlauskas     4         4         7         8         8         5         3         9         1         8         1         5         6         1         2         9         
Matas          Kazlauskas     8         5         1         6         5         2         10        5         2         10        3         2         2         9         10        5         
Liepa          Butkute        8         5         4         6         8         1         6         7         4         7         4         3         10        4         9         9         
Augustas       Kazlauskas     10        9         1         7         7         4         2         7         7         7         5         9         6         4         7         6         
Augustas       Urbanavicius   9         9         8         2         8         1         9         5         5         5         3         10        10        5         2         7         
Aleksandra     Balciunaite    6         9         10        5         7         2         4         7         4         10        2         5         2         10        8         9         
Nojus          Butkus         4         3         1         8         5         9         6         4         6         9         10        7         9         2         7         1         
Augustas       Sadauskas      8         3         9         7         5         6         4         3         6         5         6         1         6         3         4         9         
Nojus          Sadauskas      4         4         5         3         10        3         4         5         9         3         1         7         5         5         8         6         
Sandra         Jankauskaite   10        4         8         3         8         2         5         5         8         8         9         7         4         8         2         10        
Nojus          Butkus         10        8         2         6         1         1         6         10        4         5         5         10        8         10        5         7         
Aleksandra     Lukoseviciute  3         3         6         2         10        4         4         2         3         4         3         4         8         3         6         6         
Jokubas        Adomaitis      4         6         9         6         8         10        7         10        3         6         7         9         5         1         10        2         
Matas          Kavaliauskas   5         1         2         8         3         4         3         9         6         2         6         7         5         4         4         3         
Tomas          Urbanavicius   1         4         1         6         4         9         10        3         6         7         10        5         9         9         7         5         
Nojus          Jankauskas     3         7         6         8         8         3         10        6         1         4         5         10        1         6         4         9         
Ieva           Butkute        2         8         8         3         8         3         10        8         10        1         9         9         8         6         2         7         
Liepa          Vasiliauskaite 5         7         5         2         1         4         5         7         8         9         9         7         8         7         6         3         
Arvydas        Jankauskas     4         3         10        5         8         9         4         5         7         10        9         5         10        2         3         5         
Gija           Pociute        4         1         7         1         10        3         10        2         4         5         5         3         7         7         2         4         
Ieva           Vasiliauskaite 7         1         10        7         7         4         10        3         10        1         5         4         3         1         3         1         
Guoste         Kazlauskaite   8         8         4         4         3         4         9         1         8         7         9         3         2         7         9         6         
Marius         Kavaliauskas   9         10        9         5         6         8         6         10        5         1         8         3         2         6         2         1         
Arnas          Jankauskas     5         8         10        8         7         6         8         8         8         9         10        7         5         8         3         10        
Smilte         Kazlauskaite   3         6         3         8         7         6         1         4         1         10        1         6         3         4         2         10        
Gija           Pociute        9         9         2         8         8         1         4         8         2         7         9         6         9         2         8         1         
Liepa          Jankauskaite   8         10        6         6         10        8         1         10        3         6         4         9         9         9         6         4         
Smilte         Pociute        7         3         4         1         4         6         2         5         7         1         5         10        8         4         2         10        
Gija           Jankauskaite   10        8         1         1         1         6         2         8         9         8         3         6         4         10        7         3         
Aleksandra     Balciunaite    8         7         8         1         10        1         7         8         5         4         10        3         3         4         1         10        
Karolina       Balciunaite    7         5         3         9         6         9         5         8         1         5         2         3         1         4         3         2         
Liepa          Kazlauskaite   8         2         9         7         1         6         1         9         4         6         3         8         9         9         7         1         
Matas          Butkus         9         2         8         10        8         2         1         4         1         2         7         9         6         4         3         1         
Arvydas        Sadauskas      6         8         10        3         7         1         2         2         10        9         9         9         5         1         2         6         
Liepa          Lukoseviciute  8         1         1         10        9         6         8         5         1         7         8         10        7         4         10        7         
Patricija      Kazlauskaite   4         9         3         9         10        1         9         2         2         6         5         7         7         10        6         6         
Arnas          Sadauskas      3         8         5         4         7         7         10        7         5         6         4         4         9         8         10        8         
Augustas       Sadauskas      4         8         1         1         9         5         5         1         1         6         2         1         8         5         6         8         
Liepa          Kazlauskaite   5         4         5         7         8         9         10        5         10        5         6         8         10        5         9         5         
Matas          Adomaitis      8         7         2         1         10        4         3         8         2         4         3         7         9         9         9         1         
Arnas          Petrauskas     9         7         10        6         4         10        5         1         5         5         2         7         7         3         6         6         
Guoste         Vasiliauskaite 10        10        5         4         10        1         8         8         8         7         10        4         10        8         7         8         
Deivydas       Kazlauskas     2         3         5         10        9         4         8         9         10        6         1         3         10        3         5         8         
Aleksandra     Vasiliauskaite 4         3         4         1         5         1         9         3         2         9         6         2         5         4         9         8         
Tomas          Urbanavicius   2         10        5         4         10        10        6         8         9         8         7         7         2         1         6         7         
Tomas          Urbanavicius   4         2         6         9         2         5         9         8         6         6         3         5         2         5         3         6         
Marius         Urbanavicius   1         10        10        9         2         1         6         3         8         4         2         7         1         2         5         1         
Nojus          Petrauskas     4         10        2         9         5         2         7         7         10        6         1         9         2         9         7         3         
Patricija      Pociute        3         5         10        10        1         4         3         10        2         6         8         10        4         5         2         3         
Marius         Urbanavicius   1         3         5         4         4         5         8         7         8         3         7         5         2         7         3         2         
Marius         Jankauskas     1         6         9         10        5         2         2         3         7         5         1         9         9         1         5         1         
Liepa          Butkute        5         6         6         1         7         3         3         4         5         3         4         9         2         9         6         1         
Marius         Butkus         2         9         2         8         7         8         4         7         9         1         6         7         2         10        2         9         
Marius         Mazeika        3         4         7         3         5         6         7         8         6         3         9         7         3         4         10        6         
Smilte         Vasiliauskaite 8         3         6         3         1         5         10        8         6         7         7         1         4         3         3         10        
Arvydas        Jankauskas     4         9         8         5         9         8         10        3         8         2         9         6         8         9         6         2         
Marius         Urbanavicius   7         2         9         10        10        3         1         3         6         10        2         8         8         3         10        1         
Deivydas       Butkus         8         1         8         4         1         8         7         2         8         1         8         4         7         1         5         7         
Patricija      Petrauskaite   2         2         10        6         6         10        6         4         10        7         6         2         10        4         10        9         
Gija           Balciunaite    6         6         3         10        10        1         8         3         8         9         2         1         7         8         10        5         
Guoste         Pociute        10        1         6         3         2         1         2         4         7         10        1         1         4         2         5         5         
Marius         Kazlauskas     2         3         1         2         6         6         10        10        4         5         9         9         9         8         2         6         
Nojus          Butkus         2         4         6         6         10        3         8         4         4         2         3         1         6         2         1         5         
Liepa          Lukoseviciute  8         4         2         7         4         1         2         3         4         4         10        10        9         1         9         9         
Sandra         Butkute        7         8         10        3         10        2         8         8         10        9         5         8         3         3         4         7         
Jokubas        Petrauskas     6         5         7         1         6         3         9         3         7         3         7         3         7         8         7         5         
Augustas       Jankauskas     3         6         10        8         4         4         6         8         7         4         9         4         10        6         6         8         
Sandra         Petrauskaite   6         8         3         4         7         5         3         7         10        2         6         4         2         7         2         4         
Marius         Mazeika        4         4         8         3         2         3         8         4         5         7         6         4         8         4         7         2         
Aleksandra     Butkute        5         5         6         10        3         6         9         4         4         4         5         4         2         8         2         2         
Augustas       Adomaitis      6         6         10        8         5         9         1         4         3         10        2         6         10        2         9         2         
Marius         Sadauskas      9         4         1         2         3         1         2         2         9         10        8         4         7         6         10        4         
Robertas       Butkus         10        4         3         4         3         5         9         7         4         5         9         7         1         3         8         1         
Augustas       Kazlauskas     4         3         9         10        9         10        3         5         6         10        2         6         5         7         7         5         
Sandra         Lukoseviciute  8         4         4         10        1         8         10        1         5         2         7         5         10        7         5         5         
Vita           Jankauskaite   5         10        2         3         4         7         7         2         10        3         5         2         5         5         6         6         
Liepa          Lukoseviciute  5         3         2         10        9         8         1         7         8         3         5         6         3         10        5         4         
Robertas       Jankauskas     6         4         8         1         3         4         10        7         1         8         10        7         1         4         4         5         
Deivydas       Navickas       7         10        7         3         8         6         7         3         5         2         4         5         3         9         9         2         
Jokubas        Kazlauskas     1         7         5         4         2         4         8         5         9         2         9         3         6         2         2         4         
Aleksandra     Kavaliauskaite 4         1         4         4         10        9         7         1         4         8         7         8         5         1         10        9         
Nojus          Kazlauskas     5         7         8         8         2         2         3         7         5         1         1         5         8         5         7         7         
Arnas          Sadauskas      9         3         5         1         5         7         4         4         8         1         7         4         2         2         2         9         
Liepa          Balciunaite    2         1         7         10        6         2         5         8         4         1         9         1         2         3         5         10        
Aleksandra     Jankauskaite   6         1         8         6         10        8         10        6         6         1         9         7         1         2         4         10        
Ieva           Lukoseviciute  3         5         5         8         8         4         1         9         2         8         4         7         6         1         9         9         
Liepa          Leonaviciute   1         3         2         6         7         4         10        8         8         9         4         5         9         10        5         2         
Arnas          Sadauskas      3         6         4         5         1         6         9         1         9         7         4         4         5         7         3         8         
Arvydas        Kazlauskas     8         8         10        8         6         3         10        1         10        4         9         3         3         10        1         1         
Deivydas       Kavaliauskas   2         1         10        1         8         3         6         2         9         5         5         6         1         5         5         2         
Jokubas        Kazlauskas     3         4         9         8         8         5         4         3         7         5         3         10        1         5         2         5         
Robertas       Petrauskas     7         7         10        5         9         8         7         5         2         6         10        1         10        9         10        6         
Arvydas        Jankauskas     8         8         7         10        1         6         6         10        6         5         4         2         8         1         10        8         
Liepa          Leonaviciute   6         4         4         6         1         5         2         7         10        1         8         3         3         6         8         1         
Ieva           Balciunaite    3         7         9         4         3         4         9         6         7         2         5         5         4         3         10        2         
Augustas       Jankauskas     3         7         6         7         5         10        4         4         9         5         5         10        4         2         6         6         
Arnas          Adomaitis      10        6         4         4         10        1         2         10        10        5         7         9         1         5         9         1         
Sandra         Lukoseviciute  9         10        6         6         1         2         3         9         1         7         6         7         4         7         8         10        
Karolina       Leonaviciute   5         10        9         4         3         2         4         3         2         1         7         4         2         8         8         6         
Jokubas        Urbanavicius   6         8         10        10        10        9         5         1         1         6         8         9         9         5         9         9         
Vita           Lukoseviciute  1         1         5         5         6         1         6         9         9         2         3         7         8         2         10        2         
Arvydas        Urbanavicius   9         2         1         9         10        9         8         6         6         6         9         3         3         5         10        6         
Tomas          Urbanavicius   2         2         6         9         8         2         2         2         5         1         5         5         4         8         4         2         
Augustas       Sadauskas      6         6         7         8         10        6         8         5         4         8         10        5         4         8         1         5         
Augustas       Kavaliauskas   5         5         9         5         1         8         3         10        2         7         8         2         5         1         8         5         
Sandra         Butkute        2         10        4         6         3         10        2         5         8         10        7         3         10        7         10        1         
Smilte         Lukoseviciute  6         9         4         10        9         4         9         5         3         10        4         4         8         9         3         7         
Aleksandra     Vasiliauskaite 7         1         10        1         9         9         9         7         4         10        4         1         6         3         1         8         
Ieva           Butkute        10        9         9         9         6         10        3         1         5         4         5         1         4         8         7         3         
Nojus          Adomaitis      9         9         3         10        1         1         6         5         2         9         10        2         9         4         3         4         
Patricija      Balciunaite    6         6         5         2         10        7         10        3         6         6         1         10        5         5         7         2         
Ieva           Leonaviciute   2         9         6         4         5         7         6         7         4         2         8         8         4         3         10        8         
Smilte         Petrauskaite   4         1         10        8         3         7         7         7         10        7         10        9         5         4         4         8         
Robertas       Petrauskas     2         2         2         2         5         9         5         10        2         7         3         5         4         1         4         6         
Tomas          Navickas       3         4         6         10        3         8         9         6         6         2         2         8         2         3         5         2         
Vita           Petrauskaite   1         9         2         8         5         2         7         7         4         5         1         9         7         1         2         3         
Vita           Leonaviciute   5         1         3         6         2         10        3         5         9         8         8         7         10        1         5         2         
Arvydas        Kazlauskas     2         5         10        1         9         4         1         1         9         6         4         1         4         8         6         9         
Smilte         Balciunaite    5         6         6         8         7         6         5         5         1         6         8         5         3         6         4         9         
Robertas       Urbanavicius   2         2         5         1         4         5         10        3         3         2         10        3         9         4         7         6         
Vita           Kazlauskaite   7         8         10        8         6         9         2         2         1         9         8         8         7         1         7         6         
Gija           Pociute        6         5         8         6         2         4         5         1         6         10        10        1         6         5         9         10        
Vita           Kavaliauskaite 1         9         2         6         2         8         4         2         1         8         10        7         1         2         1         2         
Augustas       Kavaliauskas   8         3         8         2         7         6         2         7         5         7         4         10        9         10        7         4         
Matas          Jankauskas     5         7         3         3         5         5         8         9         5         9         5         7         2         1         8         7         
Nojus          Jankauskas     2         3         7         10        6         8         8         6         6         6         8         4         2         7         5         1         
Liepa          Kazlauskaite   3         9         5         10        10        7         9         3         2         10        3         9         1         4         4         3         
Patricija      Petrauskaite   3         2         9         4         2         10        2         7         7         1         3         7         10        2         7         4         
Smilte         Pociute        4         8         6         2         6         1         7         5         6         4         7         5         1         9         9         10        
Aleksandra     Balciunaite    10        4         1         8         4         6         7         2         2         4         10        1         3         5         4         1         
Tomas          Navickas       10        3         2         2         2         1         3         8         9         3         5         3         3         10        8         3         
Matas          Navickas       8         5         4         7         3         3         10        7         2         6         4         10        4         9         8         2         
Liepa          Kazlauskaite   4         7         6         6         5         5         3         2         3         4         6         2         3         4         8         10        
Smilte         Lukoseviciute  2         7         8         5         7         7         7         7         2         6         6         3         8         9         1         2         
Jokubas        Urbanavicius   6         9         1         6         4         1         3         7         4         9         1         5         7         10        10        9         
Karolina       Kazlauskaite   9         2         9         5         9         4         7         9         3         5         10        9         2         3         9         1         
Karolina       Jankauskaite   9         10        5         2         6         3         2         2         8         3         1         4         10        5         5         6         
Robertas       Urbanavicius   1         2         6         7         1         2         5         3         8         2         7         6         2         2         5         8         
Vita           Vasiliauskaite 9         3         3         4         10        7         2         7         3         7         8         9         3         10        6         3         
Nojus          Kavaliauskas   8         4         10        5         2         4         4         4         9         10        7         2         8         3         5         4         
Sandra         Kazlauskaite   10        8         4         9         1         7         2         1         9         5         4         2         3         3         7         1         
Karolina       Kavaliauskaite 8         9         1         5         10        4         8         8         7         1         3         4         6         4         1         5         
Robertas       Mazeika        6         6         3         4         9         10        1         9         1         1         10        5         5         7         1         8         
Matas          Mazeika        1         4         3         10        6         5         2         1         4         4         7         5         3         5         4         2         
Jokubas        Butkus         3         7         8         8         9         2         8         9         2         9         3         8         6         5         3         5         
Liepa          Jankauskaite   6         5         9         10        5         7         2         9         1         2         9         5         9         9         4         1         
Nojus          Kazlauskas     8         2         7         5         4         3         5         9         7         9         5         9         7         5         8         4         
Ieva           Kazlauskaite   10        5         10        7         3         5         8         1         7         5         1         3         5         4         8         7         
Deivydas       Jankauskas     1         5         4         1         8         8         8         5         9         7         4         1         9         6         6         2         
Robertas       Kavaliauskas   4         1         5         4         8         3         8         4         8         2         5         5         9         8         6         3         
Gija           Kavaliauskaite 5         5         2         7         5         4         7         1         7         9         8         5         6         1         1         1         
Sandra         Kavaliauskaite 1         3         4         4         2         10        2         9         2         7         7         2         6         9         1         8         
Arvydas        Kavaliauskas   1         8         7         4         3         3         10        3         5         3         2         2         3         9         4         3         
Arvydas        Mazeika        9         8         10        9         4         6         8         9         5         9         3         9         10        9         5         10        
Nojus          Kavaliauskas   6         1         4         10        9         7         6         5         10        9         8         5         6         1         2         9         
Arnas          Kavaliauskas   10        1         1         9         8         8         10        7         7         8         3         8         1         9         1         3         
Marius         Navickas       5         6         7         3         4         9         7         4         5         8         4         5         5         4         4         3         
Augustas       Adomaitis      9         9         6         10        4         10        4         3         5         3         3         8         1         4         4         3         
Nojus          Urbanavicius   3         5         1         10        7         3         1         3         7         6         7         3         4         7         10        3         
Nojus          Jankauskas     4         3         3         2         9         1         7         7         8         6         1         9         3         1         7         9         
Guoste         Petrauskaite   2         1         4         6         3         7         7         6         1         10        3         9         10        7         7         1         
Vita           Lukoseviciute  10        6         10        4         7         2         10        8         4         3         9         1         8         8         2         2         
Guoste         Balciunaite    9         10        7         4         3         10        6         6         3         3         2         9         3         5         6         2         
Arvydas        Kazlauskas     8         10        8         6         5         5         9         5         5         9         4         6         5         7         3         4         
Liepa          Vasiliauskaite 1         6         10        7         5         1         2         5         2         1         8         2         5         7         4         4         
Gija           Pociute        2         1         1         10        5         3         6         4         4         5         8         6         10        1         3         10        
Karolina       Petrauskaite   10        2         8         6         8         4         3         1         5         1         3         8         7         3         10        7         
Aleksandra     Vasiliauskaite 4         2         9         8         1         4         4         2         8         7         10        2         7         8         6         10        
Robertas       Petrauskas     8         1         1         5         4         7         4         7         5         6         5         6         3         8         4         7         
Arvydas        Adomaitis      9         1         9         5         3         6         2         3         3         2         2         2         4         9         2         1         
Arvydas        Kavaliauskas   9         3         1         10        10        9         7         8         4         3         9         1         1         1         10        7         
Tomas          Butkus         1         3         5         1         2         7         7         7         4         3         7         6         1         8         5         8         
Robertas       Petrauskas     4         10        3         5         10        7         2         9         6         2         6         2         8         7         1         1         
Arvydas        Kazlauskas     6         7         9         2         5         4         4         10        1         6         10        5         6         10        6         8         
Marius         Mazeika        5         1         3         7         5         10        8         3         2         7         6         2         9         1         2         6         
Arvydas        Butkus         2         8         5         3         3         2         3         4         8         5         8         3         9         7         3         7         
Marius         Kavaliauskas   1         3         6         2         5         7         4         3         4         5         4         7         5         10        4         7         
Sandra         Kazlauskaite   4         10        9         1         1         8         9         7         2         3         9         1         1         3         4         7         
Vita           Leonaviciute   8         6         5         3         4         3         9         6         9         6         2         7         1         3         5         10        
Augustas       Jankauskas     9         7         8         9         8         5         2         2         6         6         8         6         6         2         6         3         
Sandra         Jankauskaite   6         2         10        6         3         10        5         6         9         1         9         6         9         7         5         2         
Liepa          Kazlauskaite   1         5         10        4         4         4         10        8         10        9         4         6         10        10        1         3         
Nojus          Kavaliauskas   5         3         10        1         7         9         1         4         9         6         10        4         5         6         2         4         
Vita           Butkute        8         7         10        4         6         10        2         1         8         1         4         8         8         2         10        3         
Guoste         Lukoseviciute  2         2         7         9         7         4         4         5         9         3         3         7         9         8         4         6         
Ieva           Leonaviciute   5         1         1         4         5         3         2         2         7         8         10        7         2         3         3         7         
Robertas       Urbanavicius   1         4         9         4         9         9         8         7         1         8         5         1         4         7         4         2         
Guoste         Leonaviciute   3         6         10        5         3         1         2         3         6         3         2         9         9         2         5         5         
Vita           Lukoseviciute  2         3         7         10        3         10        4         2         8         10        7         1         3         2         3         10        
Arvydas        Kavaliauskas   5         2         2         5         2         10        4         4         2         3         8         9         9         6         7         5         
Aleksandra     Pociute        3         10        3         3         8         7         3         5         8         3         6         1         9         5         10        8         
Arvydas        Sadauskas      10        4         3         9         10        7         6         9         4         9         8         9         10        8         5         6         
Aleksandra     Jankauskaite   1         7         7         5         10        7         3         8         5         3         9         8         3         10        10        9         
Smilte         Balciunaite    4         4         9         10        1         9         2         6         6         6         4         6         10        1         9         10        
Karolina       Vasiliauskaite 8         1         9         3         3         3         3         4         3         2         8         6         9         7         7         5         
Tomas          Navickas       2         9         5         2         4         2         2         9         1         3         10        6         7         9         6         1         
Gija           Pociute        1         4         5         4         3         10        3         7         1         9         6         4         5         5         4         4         
Sandra         Jankauskaite   2         3         8         4         7         7         6         6         3         2         7         4         6         1         7         9         
Nojus          Kavaliauskas   2         10        8         4         9         6         4         2         6         9         7         8         2         4         1         6         
Deivydas       Kavaliauskas   3         6         6         8         8         1         1         8         3         4         5         5         9         7         1         6         
Ieva           Kazlauskaite   9         5         7         8         9         8         1         6         3         4         1         9         4         10        2         9         
Marius         Kazlauskas     10        8         9         10        6         6         8         3         8         8         2         3         3         1         9         7         
Marius         Urbanavicius   8         8         9         2         3         7         1         1         4         6         4         2         6         7         5         2         
Vita           Jankauskaite   8         8         1         6         9         10        2         8         8         7         8         3         4         1         7         7         
Marius         Navickas       4         5         3         7         3         3         2         5         6         8         10        7         9         4         2         1         
Guoste         Vasiliauskaite 10        10        7         10        1         10        1         3         6         7         2         6         2         4         7         2         
Arnas          Mazeika        6         6         7         7         1         5         7         2         8         10        6         8         1         4         7         6         
Arnas          Kazlauskas     5         1         3         1         6         2         10        3         3         1         10        10        9         5         7         2         
Patricija      Butkute        7         1         3         3         3         8         1         10        10        8         6         9         8         6         1         3         
Patricija      Balciunaite    1         5         8         8         2         5         9         3         6         10        1         10        5         5         9         6         
Jokubas        Kazlauskas     4         5         8         10        9         3         10        1         5         10        9         10        6         1         5         2         
Sandra         Vasiliauskaite 9         7         6         6         9         9         5         3         4         8         6         7         9         10        10        5         
Arnas          Jankauskas     6         5         8         2         6         7         4         1         1         1         6         1         7         2         6         1         
Arvydas        Petrauskas     1         6         1         3         9         2         5         3         5         9         6         3         4         8         6         3         
Arvydas        Butkus         1         3         3         5         9         10        8         4         8         9         7         8         1         7         7         7         
Augustas       Petrauskas     1         3         4         6         7         2         9         6         5         5         7         3         1         5         1         8         
Guoste         Leonaviciute   4         1         4         2         4         9         2         9         2         4         9         6         1         9         4         10        
Tomas          Kavaliauskas   9         6         6         9         2         8         5         4         10        8         7         1         9         3         7         5         
Patricija      Kazlauskaite   3         1         3         4         2         5         7         6         10        10        8         1         10        1         9         3         
Deivydas       Navickas       2         3         6         3         4         10        1         5         2         5         8         9         3         6         4         7         
Vita           Vasiliauskaite 1         3         1         2         9         4         3         6         1         7         1         10        8         3         3         9         
Patricija      Leonaviciute   9         1         9         5         7         2         8         4         8         10        10        8         6         9         4         7         
Deivydas       Butkus         3         6         4         9         4         2         10        5         2         7         9         6         8         5         1         5         
