Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.           
Robertas       Navickas       1         9         2         10        4         6         1         1         3         10        1         6         7         8         5         3         
Augustas       Kavaliauskas   2         10        9         5         10        1         9         6         1         6         1         10        1         9         6         9         
Ieva           Petrauskaite   6         10        10        5         5         8         9         1         6         9         1         3         9         2         7         6         
Arvydas        Jankauskas     7         4         8         8         10        2         3         6         3         1         8         8         1         8         10        1         
Nojus          Jankauskas     7         4         9         7         2         5         9         8         9         7         1         7         7         2         3         7         
Guoste         Leonaviciute   4         4         4         1         10        2         2         4         5         6         10        2         8         1         2         3         
Gija           Butkute        2         7         6         3         7         9         6         5         2         6         8         6         3         9         2         1         
Arvydas        Jankauskas     9         7         9         10        9         3         4         10        1         3         3         4         4         9         4         1         
Arnas          Jankauskas     1         8         2         1         8         7         8         10        10        6         9         4         10        6         8         9         
Augustas       Kavaliauskas   9         6         10        7         5         1         4         9         5         2         6         3         9         2         9         2         
Tomas          Petrauskas     10        7         10        10        2         9         3         2         7         6         4         9         3         6         10        9         
Karolina       Balciunaite    3         5         6         2         1         5         10        5         4         1         6         1         10        6         6         2         
Guoste         Pociute        7         3         7         4         1         9         4         7         6         10        7         8         5         3         2         10        
Vita           Pociute        9         9         10        4         6         6         6         4         4         2         3         10        4         2         2         10        
Sandra         Lukoseviciute  8         1         9         8         9         2         6         6         2         4         6         5         6         2         8         2         
Smilte         Petrauskaite   8         3         3         2         4         1         5         8         3         9         7         4         9         2         7         8         
Matas          Sadauskas      6         6         6         10        4         2         3         1         2         2         10        10        3         10        7         4         
Arnas          Mazeika        1         7         8         4         1         2         3         9         9         10        3         8         2         9         7         6         
Robertas       Kavaliauskas   6         4         1         2         3         8         3         10        1         8         3         4         8         8         1         6         
Aleksandra     Kavaliauskaite 5         6         4         6         7         3         5         10        5         2         2         6         1         10        9         9         
Gija           Lukoseviciute  10        5         5         8         1         9         3         9         10        7         4         2         1         7         2         7         
Aleksandra     Kavaliauskaite 2         2         2         1         5         3         1         9         4         1         7         5         3         10        2         8         
Guoste         Vasiliauskaite 10        8         5         7         10        6         5         2         4         2         7         5         9         9         1         4         
Liepa          Kazlauskaite   2         8         9         8         8         10        2         2         9         9         8         2         1         5         10        8         
Tomas          Jankauskas     5         3         7         4         9         6         7         2         1         6         6         4         5         10        5         5         
Sandra         Kavaliauskaite 2         6         4         10        10        1         8         10        4         4         1         1         5         6         8         7         
Deivydas       Adomaitis      2         3         4         3         4         7         9         5         5         5         10        8         5         1         6         7         
Karolina       Vasiliauskaite 9         4         6         2         3         1         1         6         7         9         2         1         8         7         7         6         
Robertas       Petrauskas     6         2         7         10        10        7         5         5         2         4         7         6         4         7         8         3         
Guoste         Kavaliauskaite 8         4         10        4         2         2         2         7         3         2         8         6         10        6         4         7         
Karolina       Petrauskaite   10        8         6         5         8         9         5         9         1         10        10        5         8         3         10        6         
Deivydas       Sadauskas      4         5         8         9         7         10        3         8         8         8         1         8         2         10        8         8         
Gija           Balciunaite    10        1         8         7         10        8         9         9         4         4         7         4         8         3         1         4         
Augustas       Butkus         6         8         4         4         8         6         10        6         7         10        7         7         4         1         3         1         
Marius         Butkus         5         1         8         6         5         3         10        3         6         10        1         5         9         10        1         8         
Marius         Jankauskas     2         6         1         3         10        3         1         2         9         2         3         1         10        1         6         1         
Patricija      Butkute        5         7         10        1         1         7         10        2         1         8         4         4         7         6         4         4         
Matas          Navickas       1         1         4         8         5         1         7         9         6         5         10        6         3         8         9         2         
Nojus          Adomaitis      4         7         9         8         9         1         9         7         3         5         3         3         9         7         2         1         
Robertas       Mazeika        8         4         1         1         3         4         8         1         9         10        10        1         4         8         1         5         
Guoste         Kazlauskaite   7         3         4         3         9         7         2         8         7         7         8         1         2         7         6         10        
Aleksandra     Jankauskaite   4         9         4         9         9         5         8         10        2         6         2         9         6         8         8         1         
Arnas          Sadauskas      6         7         4         9         6         2         5         1         8         10        4         2         9         9         1         6         
Sandra         Petrauskaite   8         9         8         9         7         9         7         2         3         10        3         4         3         3         5         9         
Patricija      Kazlauskaite   5         5         2         5         3         3         7         9         2         1         10        2         8         3         1         7         
Augustas       Jankauskas     1         1         6         4         3         2         8         8         6         1         7         1         3         10        6         1         
Gija           Kazlauskaite   1         6         5         8         2         3         10        3         9         9         9         9         1         2         3         10        
Arnas          Jankauskas     6         1         2         10        1         9         7         4         6         2         4         10        10        2         2         2         
Robertas       Kavaliauskas   7         8         8         7         7         2         8         8         6         9         6         3         7         9         9         6         
Tomas          Sadauskas      3         1         10        5         5         1         4         6         4         6         4         7         7         9         9         1         
Vita           Vasiliauskaite 8         10        3         7         7         9         3         4         7         1         7         1         9         10        2         6         
Augustas       Kavaliauskas   6         10        3         1         2         5         5         6         2         9         9         2         3         2         4         4         
Robertas       Adomaitis      5         3         9         3         3         5         7         5         7         6         2         1         8         10        6         8         
Matas          Adomaitis      5         2         3         5         10        7         9         7         10        2         7         10        6         1         4         3         
Robertas       Butkus         8         5         6         9         7         9         7         2         3         7         1         2         7         10        5         7         
Karolina       Kazlauskaite   7         2         2         3         5         2         7         7         10        8         10        4         6         9         4         9         
Jokubas        Kavaliauskas   2         4         1         4         6         9         9         9         6         10        8         7         10        7         8         3         
Patricija      Balciunaite    9         5         9         6         4         6         7         3         10        8         6         6         9         5         3         5         
Sandra         Petrauskaite   7         1         7         8         2         8         8         5         6         2         5         10        6         6         7         2         
Ieva           Kazlauskaite   4         9         10        1         4         4         4         4         5         2         4         3         6         6         8         3         
Smilte         Jankauskaite   3         4         4         9         7         5         1         2         5         3         5         2         9         1         5         9         
Guoste         Kavaliauskaite 3         7         2         7         7         6         1         6         5         10        9         4         1         1         2         9         
Robertas       Jankauskas     3         5         7         10        2         2         9         10        7         8         6         1         2         10        5         4         
Nojus          Mazeika        2         3         5         5         5         6         2         7         10        2         1         3         1         9         3         8         
Vita           Jankauskaite   3         2         8         3         7         9         3         9         8         7         2         9         6         3         1         2         
Liepa          Jankauskaite   7         5         8         2         1         8         3         8         3         4         9         8         7         9         2         6         
Robertas       Urbanavicius   1         10        7         6         7         6         10        4         3         4         3         2         7         9         6         6         
Guoste         Leonaviciute   9         7         6         9         3         7         1         6         3         10        5         1         8         4         4         9         
Patricija      Jankauskaite   9         8         1         8         7         7         5         1         9         7         7         6         7         2         5         7         
Deivydas       Navickas       4         6         6         7         7         5         4         10        3         10        10        1         4         6         5         5         
Jokubas        Kavaliauskas   9         9         2         9         10        4         9         6         4         10        4         8         7         5         10        8         
Sandra         Pociute        3         2         5         6         10        9         10        6         1         7         9         3         2         3         4         3         
Nojus          Sadauskas      8         10        9         7         2         5         1         5         10        10        2         10        7         7         5         8         
Augustas       Petrauskas     8         2         7         4         5         8         8         4         9         3         3         3         7         4         1         2         
Deivydas       Mazeika        3         6         5         7         3         5         10        2         2         7         3         9         9         5         2         3         
Liepa          Vasiliauskaite 5         2         8         7         9         4         1         1         9         10        1         2         5         8         7         9         
Patricija      Butkute        6         2         6         6         7         3         3         5         3         9         8         6         5         5         7         2         
Jokubas        Urbanavicius   6         5         10        1         1         7         6         3         9         10        9         9         8         1         1         9         
Arnas          Mazeika        10        8         5         6         8         6         9         5         1         9         4         10        10        8         5         7         
Guoste         Kazlauskaite   9         7         10        10        2         2         10        8         8         9         6         10        5         3         4         2         
Deivydas       Kazlauskas     3         8         5         8         6         1         1         7         7         4         6         1         7         1         5         1         
Deivydas       Navickas       7         3         6         1         2         4         9         8         2         4         10        2         7         2         4         3         
Ieva           Jankauskaite   9         4         1         7         9         8         7         2         9         5         2         5         10        5         4         3         
Jokubas        Adomaitis      6         8         5         7         1         4         1         2         3         9         7         7         3         4         6         1         
Robertas       Navickas       7         8         8         6         8         5         5         10        1         3         10        9         8         3         3         10        
Augustas       Mazeika        6         2         6         7         10        6         2         9         10        9         5         1         10        3         3         1         
Arvydas        Kavaliauskas   2         4         4         7         5         9         8         9         7         1         2         1         9         2         10        9         
Liepa          Jankauskaite   6         10        7         7         2         5         8         3         2         7         5         2         7         1         1         8         
Tomas          Navickas       4         5         10        2         8         4         4         10        7         10        2         5         1         9         6         1         
Jokubas        Adomaitis      9         10        8         5         8         7         3         6         5         5         7         3         9         5         5         1         
Gija           Lukoseviciute  5         2         7         2         3         5         10        6         1         10        3         3         5         2         4         9         
Liepa          Leonaviciute   4         4         3         10        10        7         9         9         6         8         4         2         7         1         7         3         
Arvydas        Jankauskas     5         5         9         1         6         9         5         7         6         9         1         4         7         9         5         6         
Jokubas        Adomaitis      3         9         4         10        10        1         3         9         2         4         1         3         8         6         10        7         
Jokubas        Mazeika        5         5         4         6         9         9         10        9         10        7         1         10        4         9         4         7         
Tomas          Mazeika        2         4         7         10        1         5         5         3         6         4         10        7         3         4         2         3         
Smilte         Vasiliauskaite 9         7         2         8         4         8         3         5         4         10        4         4         7         4         5         9         
Smilte         Balciunaite    7         6         1         10        5         1         6         1         9         1         6         7         1         7         4         10        
Jokubas        Jankauskas     4         5         1         5         8         3         10        7         5         4         2         2         2         4         9         2         
Nojus          Mazeika        9         7         3         7         5         2         5         2         1         9         9         9         5         10        7         1         
Karolina       Kazlauskaite   3         2         1         3         7         8         6         10        4         3         2         10        10        8         2         8         
Nojus          Sadauskas      1         7         5         5         5         8         5         7         7         8         10        1         7         2         8         2         
Matas          Kavaliauskas   5         1         2         6         1         1         9         8         1         5         8         6         9         7         3         7         
Robertas       Petrauskas     4         1         8         10        7         8         9         6         6         5         8         4         4         10        1         2         
Ieva           Butkute        6         5         1         8         10        3         1         2         2         5         1         4         5         9         1         7         
Tomas          Mazeika        6         3         4         6         7         8         1         4         8         2         1         9         4         10        1         9         
Karolina       Balciunaite    6         2         2         1         9         1         9         6         2         9         4         1         9         10        9         6         
Gija           Pociute        4         6         9         7         9         2         5         7         1         8         6         4         1         9         6         4         
Arnas          Petrauskas     7         1         10        2         7         5         10        8         2         10        4         10        5         10        9         7         
Robertas       Kazlauskas     4         4         8         1         10        4         9         2         8         3         10        5         8         9         7         4         
Robertas       Mazeika        3         5         10        8         7         5         2         3         3         5         8         3         10        8         3         8         
Tomas          Adomaitis      8         10        7         3         3         9         10        1         5         4         8         9         4         2         1         5         
Augustas       Petrauskas     5         3         1         3         2         5         4         2         6         9         8         10        8         5         9         6         
Arnas          Sadauskas      3         9         9         6         4         6         9         3         1         9         8         1         6         2         3         6         
Robertas       Urbanavicius   7         10        9         10        1         1         7         6         3         1         9         9         1         1         2         9         
Patricija      Kazlauskaite   8         4         1         8         2         3         3         5         2         3         6         4         10        4         3         9         
Nojus          Sadauskas      4         3         1         3         1         6         7         6         5         9         4         8         6         7         8         10        
Guoste         Vasiliauskaite 8         6         6         7         3         7         10        9         9         4         2         3         1         5         3         2         
Tomas          Mazeika        2         5         4         9         1         3         10        2         8         9         4         2         9         8         1         5         
Marius         Sadauskas      4         1         7         1         5         5         1         1         2         10        10        5         4         10        3         8         
Tomas          Kavaliauskas   7         10        7         3         6         6         4         10        10        3         2         6         1         6         9         10        
Ieva           Pociute        1         8         3         7         6         1         3         4         7         1         1         7         7         8         8         9         
Vita           Leonaviciute   8         6         9         4         10        8         1         3         6         3         4         1         5         2         8         8         
Sandra         Kavaliauskaite 10        5         5         9         7         8         6         4         4         3         4         2         3         6         5         8         
Liepa          Vasiliauskaite 7         1         5         10        7         9         3         1         5         7         5         8         9         8         4         7         
Gija           Leonaviciute   10        9         6         8         9         4         6         7         5         3         5         8         9         10        8         10        
Nojus          Petrauskas     2         9         5         1         1         6         6         2         4         2         8         7         7         2         5         10        
Arvydas        Adomaitis      5         10        7         5         5         7         2         7         9         10        3         1         1         6         5         10        
Aleksandra     Kavaliauskaite 6         5         5         5         9         6         5         9         9         4         9         4         2         2         3         4         
Karolina       Lukoseviciute  1         2         3         8         7         8         10        8         7         9         8         6         4         10        4         10        
Robertas       Sadauskas      10        3         4         7         9         9         7         6         5         10        4         4         3         9         2         6         
Augustas       Jankauskas     1         9         1         2         5         7         2         3         1         1         6         1         2         9         3         6         
Patricija      Butkute        5         9         10        8         3         4         6         1         9         8         8         6         10        2         8         10        
Liepa          Lukoseviciute  5         8         2         5         6         9         1         10        10        8         9         10        1         4         9         6         
Arvydas        Sadauskas      8         5         1         7         8         6         8         5         8         5         4         2         5         4         10        5         
Smilte         Pociute        5         6         8         8         6         2         3         2         2         2         9         9         9         8         5         2         
Jokubas        Sadauskas      10        4         4         2         8         7         7         2         9         3         7         3         5         6         9         1         
Smilte         Lukoseviciute  1         1         3         9         3         6         6         6         4         2         7         9         7         6         5         7         
Liepa          Kavaliauskaite 6         5         8         5         7         10        9         4         5         2         6         7         8         10        7         9         
Arnas          Adomaitis      7         9         3         1         6         10        2         10        1         3         4         10        8         10        2         10        
Jokubas        Jankauskas     8         1         5         8         8         3         8         7         8         8         10        10        8         4         9         7         
Augustas       Sadauskas      5         4         1         7         6         2         1         1         2         5         9         3         5         3         2         8         
Liepa          Lukoseviciute  8         3         4         4         9         2         4         9         7         2         6         3         9         9         8         9         
Matas          Sadauskas      5         4         3         4         9         4         1         10        4         6         10        4         9         5         2         5         
Tomas          Adomaitis      10        6         2         2         10        1         9         9         8         1         10        9         3         6         6         9         
Augustas       Urbanavicius   1         6         7         5         3         3         1         9         3         4         10        10        10        8         4         8         
Arnas          Petrauskas     8         5         5         2         8         3         4         8         3         5         10        5         1         10        7         7         
Liepa          Kazlauskaite   4         9         1         5         5         9         2         6         10        8         2         6         6         9         9         9         
Aleksandra     Petrauskaite   5         9         1         8         6         9         4         7         1         4         9         3         5         2         7         2         
Liepa          Kavaliauskaite 7         8         2         2         7         2         6         5         9         1         5         1         6         4         4         1         
Nojus          Kazlauskas     4         10        8         5         5         7         2         3         4         1         3         4         9         9         8         10        
Augustas       Urbanavicius   3         9         7         10        2         9         4         9         1         1         10        8         8         6         5         2         
Tomas          Jankauskas     10        4         4         4         8         8         10        4         1         2         1         8         6         5         9         7         
Aleksandra     Kazlauskaite   5         4         4         8         7         1         3         7         7         5         10        8         3         5         6         8         
Deivydas       Navickas       4         5         3         7         5         5         8         1         8         5         9         9         5         1         6         2         
Karolina       Pociute        9         3         7         3         2         5         5         2         1         1         1         6         6         9         3         5         
Vita           Jankauskaite   6         7         2         3         10        8         1         4         5         10        5         7         2         5         3         4         
Smilte         Kavaliauskaite 8         8         5         7         6         6         9         10        6         4         7         7         2         3         1         6         
Jokubas        Jankauskas     2         10        5         2         3         6         4         5         1         6         1         8         1         8         1         9         
Jokubas        Sadauskas      1         9         9         4         10        7         9         1         10        6         10        1         10        5         10        3         
Liepa          Kavaliauskaite 7         5         10        7         10        3         5         8         4         1         1         1         9         4         5         9         
Nojus          Kavaliauskas   4         8         1         4         9         6         10        5         2         5         4         9         2         7         9         2         
Tomas          Adomaitis      6         9         5         1         10        10        8         8         9         4         10        9         6         8         6         8         
Smilte         Kazlauskaite   2         5         2         9         1         1         5         3         4         4         10        10        6         10        10        10        
Arnas          Mazeika        2         4         8         5         4         6         4         4         9         5         1         6         8         5         9         1         
Jokubas        Butkus         10        2         5         5         8         1         9         3         8         3         2         6         5         5         3         7         
Arvydas        Mazeika        10        2         7         3         1         8         9         3         9         6         1         2         5         3         10        2         
Nojus          Urbanavicius   2         10        5         2         4         5         8         9         9         9         6         10        8         7         10        8         
Patricija      Balciunaite    10        2         4         5         2         2         4         6         6         7         9         5         3         7         10        7         
Matas          Jankauskas     8         8         4         5         10        3         9         6         3         8         10        8         5         5         7         6         
Aleksandra     Jankauskaite   9         4         4         2         5         10        9         6         5         1         6         3         4         7         6         10        
Arnas          Adomaitis      3         4         4         2         9         4         10        5         6         2         8         4         10        5         6         2         
Karolina       Lukoseviciute  8         2         9         6         4         4         3         4         4         10        10        9         7         2         6         5         
Liepa          Leonaviciute   1         8         10        3         2         8         7         3         9         6         3         6         7         10        1         9         
Tomas          Kazlauskas     10        7         6         8         7         8         8         8         7         7         7         10        2         9         5         5         
Gija           Kazlauskaite   10        1         7         6         3         10        3         1         2         1         2         4         3         9         3         8         
Gija           Vasiliauskaite 1         7         8         3         6         3         10        9         9         7         10        4         3         9         8         4         
Sandra         Butkute        9         5         1         2         7         8         5         2         9         8         6         5         1         6         9         5         
Deivydas       Petrauskas     1         9         4         5         9         1         8         6         4         3         3         4         4         7         8         2         
Marius         Butkus         9         4         1         2         6         8         9         2         10        1         10        4         6         3         2         8         
Jokubas        Jankauskas     8         10        3         1         9         2         8         4         10        10        3         7         5         1         8         4         
Gija           Butkute        7         1         4         2         3         10        7         3         8         3         6         1         6         1         7         4         
Smilte         Kavaliauskaite 9         9         1         7         1         4         1         2         1         7         10        2         7         4         9         7         
Karolina       Butkute        10        5         5         3         8         9         10        6         7         2         9         6         4         2         5         1         
Robertas       Urbanavicius   2         8         10        8         1         8         2         10        6         1         8         6         6         5         4         10        
Matas          Jankauskas     1         9         3         8         5         2         7         9         3         7         7         9         4         2         9         1         
Deivydas       Petrauskas     3         10        4         3         7         6         1         7         5         1         7         2         9         1         1         9         
Marius         Petrauskas     10        7         5         9         10        4         5         10        4         8         5         2         9         2         7         7         
Ieva           Vasiliauskaite 5         5         9         4         5         3         1         2         7         7         7         5         4         7         8         7         
Sandra         Jankauskaite   7         8         3         6         8         6         6         9         3         7         10        5         10        10        9         9         
Jokubas        Jankauskas     6         2         7         2         10        9         2         5         1         8         9         10        10        5         8         5         
Robertas       Butkus         9         1         1         5         7         1         3         10        7         2         3         10        2         10        7         9         
Ieva           Jankauskaite   1         7         5         7         1         9         9         5         6         10        2         7         9         7         9         4         
Vita           Petrauskaite   8         1         8         5         3         3         2         4         1         9         6         4         1         8         5         8         
Aleksandra     Petrauskaite   6         2         10        8         10        2         10        4         7         10        6         3         4         10        7         4         
Ieva           Pociute        7         10        10        5         6         10        6         9         3         9         1         9         3         10        1         6         
Smilte         Kavaliauskaite 6         8         10        7         2         4         6         8         1         1         8         6         7         9         7         6         
Liepa          Leonaviciute   8         4         7         8         3         10        3         4         8         4         8         5         1         9         9         2         
Vita           Lukoseviciute  9         10        7         3         6         1         3         8         4         7         10        1         1         2         5         4         
Vita           Lukoseviciute  6         3         6         6         1         7         5         10        10        10        2         6         1         1         4         10        
Tomas          Urbanavicius   7         10        10        10        3         9         8         10        2         6         5         4         8         6         8         3         
Matas          Kazlauskas     2         3         4         4         4         6         1         4         3         5         6         2         2         6         1         2         
Ieva           Leonaviciute   7         1         1         7         10        9         10        5         7         2         5         6         4         8         4         7         
Tomas          Mazeika        7         3         8         2         8         2         5         4         6         3         8         4         5         1         8         6         
Guoste         Balciunaite    5         4         3         6         10        1         1         1         7         9         2         3         3         7         6         9         
Arvydas        Mazeika        4         7         8         4         2         4         5         4         9         5         6         10        4         3         5         3         
Arnas          Adomaitis      9         10        8         8         6         10        7         3         8         5         8         9         8         6         7         8         
Guoste         Pociute        4         5         6         9         1         5         5         1         4         10        8         3         7         3         4         9         
Liepa          Lukoseviciute  9         8         6         1         3         9         5         9         4         9         3         9         5         2         2         5         
Gija           Kavaliauskaite 1         9         10        9         6         1         5         6         8         6         8         10        9         6         7         1         
Matas          Butkus         7         6         9         7         6         2         10        5         6         8         3         7         3         4         8         6         
Matas          Navickas       8         9         6         2         9         5         8         8         8         8         5         8         1         2         8         7         
Guoste         Butkute        1         1         4         1         9         9         9         5         4         10        1         10        9         8         5         1         
Matas          Petrauskas     9         9         1         8         6         7         8         5         3         4         10        10        7         6         5         2         
Gija           Pociute        2         6         8         4         9         2         6         10        4         2         3         2         4         5         7         6         
Aleksandra     Balciunaite    8         7         1         1         4         5         3         8         2         5         7         8         1         6         5         2         
Augustas       Butkus         7         10        3         3         10        5         7         10        4         2         5         7         2         10        4         5         
Ieva           Jankauskaite   10        2         4         1         2         6         2         8         7         6         5         5         1         6         1         2         
Karolina       Petrauskaite   5         1         9         5         1         5         5         5         8         8         3         5         10        10        4         5         
Jokubas        Adomaitis      1         7         5         6         4         1         5         9         9         7         6         7         9         10        9         6         
Nojus          Kazlauskas     6         2         2         1         4         10        9         3         6         1         5         4         1         2         3         1         
Smilte         Butkute        10        10        8         7         10        3         1         10        4         8         9         6         7         3         9         2         
Deivydas       Petrauskas     8         4         3         3         10        9         3         5         1         3         3         2         10        5         9         3         
Matas          Jankauskas     8         2         2         1         2         1         8         3         6         5         10        6         6         7         2         10        
Sandra         Kavaliauskaite 1         2         5         10        4         5         3         3         4         4         7         5         5         6         2         6         
Liepa          Lukoseviciute  9         10        5         1         4         5         9         8         6         1         4         1         9         9         4         4         
Aleksandra     Butkute        7         10        9         5         5         6         4         2         1         1         9         9         1         3         9         4         
Guoste         Pociute        10        8         6         9         5         9         9         7         7         10        3         1         2         1         2         5         
Robertas       Jankauskas     10        7         3         4         2         7         6         6         10        5         10        5         10        10        2         5         
Ieva           Kazlauskaite   4         9         1         8         3         10        2         3         4         6         9         2         10        8         9         8         
Vita           Jankauskaite   1         8         3         10        1         7         10        4         10        5         4         9         10        3         2         3         
Tomas          Jankauskas     6         6         5         10        10        4         7         2         4         1         3         7         6         6         5         6         
Marius         Butkus         3         10        2         3         9         5         2         10        4         4         2         6         1         7         7         7         
Tomas          Kavaliauskas   2         2         4         9         9         6         7         2         3         5         4         8         4         9         4         7         
Sandra         Kavaliauskaite 8         10        10        8         10        8         7         9         1         5         1         3         2         4         1         6         
